     LRU FAULT MESSAGE LISTING
       LRU       | Mess# |    Status     |        Message          |Timer
BGDRCL SNSR      |   3   | FAILED/WIRING |BGDRCL REASONABLENESS    |  3 
BGDRCL SNSR      |   4   | FAILED/WIRING |BGDRCL RIGGING           |  3 
BGDRHLK SNSR     |   1   | FAILED/WIRING |BGDRHLK OPEN             |  3 
BGDRHLK SNSR     |   2   | FAILED/WIRING |BGDRHLK SHORTED          |  3 
BGDRHLK SNSR     |   3   | FAILED/WIRING |BGDRHLK REASONABLENESS   |  3 
BGDRHLK SNSR     |   4   | FAILED/WIRING |BGDRHLK RIGGING          |  3 
AEBDRCL SNSR     |   1   | FAILED/WIRING |AEBDRCL OPEN             |  3 
AEBDRCL SNSR     |   2   | FAILED/WIRING |AEBDRCL SHORTED          |  3 
AEBDRCL SNSR     |   3   | FAILED/WIRING |AEBDRCL REASONABLENESS   |  3 
AEBDRCL SNSR     |   4   | FAILED/WIRING |AEBDRCL RIGGING          |  3 
BABDRCL SNSR     |   1   | FAILED/WIRING |BABDRCL OPEN             |  3 
BABDRCL SNSR     |   2   | FAILED/WIRING |BABDRCL SHORTED          |  3 
BABDRCL SNSR     |   3   | FAILED/WIRING |BABDRCL REASONABLENESS   |  3 
BABDRCL SNSR     |   4   | FAILED/WIRING |BABDRCL RIGGING          |  3 
ROEDRLK SNSR     |   1   | FAILED/WIRING |ROEDRLK OPEN             |  3 
ROEDRLK SNSR     |   2   | FAILED/WIRING |ROEDRLK SHORT            |  3 
ROEDRLK SNSR     |   3   | FAILED/WIRING |ROEDRLK REASONABLENESS   |  3 
ROEDRLK SNSR     |   4   | FAILED/WIRING |ROEDRLK RIGGING          |  3 
PRECOOLER XVALVE |   1   | FAILED/WIRING |DISAGREE / VALVE CLOSED  |  5 
PRECOOLER XVALVE |   2   | FAILED/WIRING |DISAGREE / VALVE OPEN    |  5 
R BLEED LOOP     |   1   | FAILED/WIRING |SHORT CIRCUIT            |  5 
R BLEED LOOP     |   2   | FAILED/WIRING |OPEN CIRCUIT             |  5 
R ALT BARO BTN   |   1   | FAILED/WIRING |ALT BARO BUTTON STUCK    | 10 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
RAD ALT 4000     |   0   | PREREQUISITE  |INSTALLED                |  0 
RAD ALT 4000     |   1   | FAILED/WIRING |NO OUTPUT                |  3 
RAD ALT 4000     |   2   | FAILED/WIRING |NO OUTPUT                |  3 
RAD ALT 4000     |   3   | FAILED/WIRING |ALTIMETER FAIL           |  5 
RAD ALT 4000     |   4   | FAILED        |INTERNAL FAULT           |  5 
RAD ALT 4000     |   5   | FAILED/WIRING |NO RALT-1 BUS OUTPUT     | 10 
RAD ALT 4000     |   6   | FAILED/WIRING |NO RALT-1 BUS OUTPUT     | 10 
RAD ALT 4000     |   7   | FAILED/WIRING |NO RALT-2 BUS OUTPUT     | 10 
R AOA SENSOR     |   1   | FAILED/WIRING |R AOA SENSOR FAIL        |  3 
R APU GEN CNTOR1 |   1   | FAILED        |FAULT                    |  3 
R APU GEN CNTOR2 |   1   | FAILED        |FAULT                    |  3 
RAM AIR REG VLV  |   1   | FAILED/WIRING |DISAGREE / VALVE CLOSED  |  5 
RAM AIR REG VLV  |   2   | FAILED/WIRING |DISAGREE / VALVE OPEN    |  5 
R AUX BUS CNTOR  |   1   | FAILED        |FAULT                    |  3 
RAM AIR VALVE    |   1   | FAILED/WIRING |DISAGREE / VALVE OPEN    | 10 
RAM AIR VALVE    |   2   | FAILED/WIRING |DISAGREE / VALVE OPEN    | 10 
RAM AIR VALVE    |   3   | FAILED/WIRING |DISAGREE / VALVE CLOSED  | 10 
RAM AIR VALVE    |   4   | FAILED/WIRING |DISAGREE / VALVE CLOSED  | 10 
R AUX/MN BUS FUS |   1   | FAILED        |FUSE BLOWN               |  3 
R AUX BUS FUSE   |   1   | FAILED        |FUSE BLOWN               |  3 
R BLEED AIR LEAK |   1   | FAILED        |R BLEED DUCT AIR LEAK    |  5 
RIGHT BATTERY    |   1   | FAILED/WIRING |RBATT OR RPROT PCB FAULT |  3 
R BAT CNTOR      |   1   | FAILED/WIRING |FAULT                    |  3 
R BUS TIE CNTOR  |   1   | FAILED/WIRING |FAULT                    |  3 
R CPLT PEDL X    |   1   | FAILED        |R COPILOT BRAKE LVDT     |  3 
R COLLECT PROBE  |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
RDC A&B          |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
RDC A&B          |   2   | OFF/NO OUTPUT |NO RDC CH A OUTPUT       |  3 
RDC A&B          |   3   | OFF/NO OUTPUT |NO RDC CH B OUTPUT       |  3 
RDC A&B          |   4   | FAILED/WIRING |INTERNAL FAULT CH A      |  5 
RDC A&B          |   5   | FAILED/WIRING |INTERNAL FAULT CH B      |  5 
RDC A&B          |   6   | FAILED/WIRING |NO A-RDC-1 BUS OUTPUT    | 10 
RDC A&B          |   7   | FAILED/WIRING |NO A-RDC-2 BUS OUTPUT    | 10 
RDC A&B          |   8   | FAILED/WIRING |NO B-RDC-1 BUS OUTPUT    | 10 
RDC A&B          |   9   | FAILED/WIRING |NO B-RDC-2 BUS OUTPUT    | 10 
RDC A&B          |  10   | FAILED/WIRING |NO A-RDC-3 BUS OUTPUT    |  5 
RDC A&B          |  11   | FAILED/WIRING |NO B-RDC-3 BUS OUTPUT    |  5 
RDC A&B          |  12   | FAILED/WIRING |NO L-DCPC INPUT TO CH A  | 10 
RDC A&B          |  13   | FAILED/WIRING |NO R-DCPC INPUT TO CH A  | 10 
RDC A&B          |  14   | FAILED/WIRING |NO L-DCPC INPUT TO CH B  | 10 
RDC A&B          |  15   | FAILED/WIRING |NO R-DCPC INPUT TO CH B  | 10 
RDC A&B          |  16   | FAILED/WIRING |NO FQGC-1 INPUT TO CH A  | 10 
RDC A&B          |  17   | FAILED/WIRING |NO FQGC-1 INPUT TO CH B  | 10 
RDC A&B          |  18   | FAILED/WIRING |NO FQGC-2 INPUT TO CH A  | 10 
RDC A&B          |  19   | FAILED/WIRING |NO FQGC-2 INPUT TO CH B  | 10 
RDC A&B          |  20   | FAILED/WIRING |NO BCU-1 INPUT TO CH A   | 10 
RDC A&B          |  21   | FAILED/WIRING |NO BCU-1 INPUT TO CH B   | 10 
RDC A&B          |  22   | FAILED/WIRING |NO BCU-2 INPUT TO CH A   | 10 
RDC A&B          |  23   | FAILED/WIRING |NO BCU-2 INPUT TO CH B   | 10 
RDC A&B          |  24   | FAILED/WIRING |NO APU BUS INPUT TO CH A | 15 
RDC A&B          |  25   | FAILED/WIRING |NO APU BUS INPUT TO CH B | 15 
RDC A&B          |  26   | FAILED/WIRING |NO A-DCU-5 INPUT TO CH A | 15 
RDC A&B          |  30   | FAILED/WIRING |NO IASC-1A BUS INPUT     |  5 
RDC A&B          |  31   | FAILED/WIRING |NO IASC1-A INPUT TO CH A |  5 
RDC A&B          |  32   | FAILED/WIRING |NO IASC1-A INPUT TO CH B |  5 
RDC A&B          |  33   | FAILED/WIRING |NO IASC-2A BUS INPUT     |  5 
RDC A&B          |  34   | FAILED/WIRING |NO IASC2-A INPUT TO CH A |  5 
RDC A&B          |  35   | FAILED/WIRING |NO IASC2-A INPUT TO CH B |  5 
R ENG ECU A      |   1   | FAILED        |FADEC ECU A              |  3 
R ENG ECU A      |   2   | FAILED        |FADEC VIBRATION A        |  3 
R ENG ECU A      |   3   | FAILED/WIRING |FADEC SHUTDOWN A         |  3 
R ENG ECU A      |   4   | FAILED/WIRING |FADEC PMA POWER A        |  3 
R ENG ECU A      |   5   | FAILED/WIRING |X-CHANNEL BUS 1A         |  3 
R ENG ECU A      |   6   | FAILED/WIRING |X-CHANNEL DISCRETE 1A    |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
R ENG ECU A      |   7   | FAILED/WIRING |X-ENGINE BUS 1A          |  3 
R ENG ECU A      |   8   | FAILED/WIRING |TR DEPLOY COMMAND 1A     |  3 
R ENG ECU A      |   9   | FAILED/WIRING |TR DEPLOY COMMAND 2A     |  3 
R ENG ECU A      |  10   | FAILED/WIRING |NO RA-FADEC-1 BUS OUPUT  |  3 
R ENG ECU B      |   1   | FAILED        |FADEC ECU B              |  3 
R ENG ECU B      |   2   | FAILED        |FADEC VIBRATION B        |  3 
R ENG ECU B      |   3   | FAILED/WIRING |FADEC SHUTDOWN B         |  3 
R ENG ECU B      |   4   | FAILED/WIRING |FADEC PMA POWER B        |  3 
R ENG ECU B      |   5   | FAILED/WIRING |X-CHANNEL BUS 1B         |  3 
R ENG ECU B      |   6   | FAILED/WIRING |X-CHANNEL DISCRETE 1B    |  3 
R ENG ECU B      |   7   | FAILED/WIRING |X-ENGINE BUS 1B          |  3 
R ENG ECU B      |   8   | FAILED/WIRING |TR DEPLOY COMMAND 1B     |  3 
R ENG ECU B      |   9   | FAILED/WIRING |TR DEPLOY COMMAND 2B     |  3 
R ENG ECU B      |  10   | FAILED/WIRING |NO RB-FADEC-1 BUS OUTPUT |  3 
R ESS CNTOR      |   1   | FAILED/WIRING |FAULT                    |  3 
R ESS FUSE       |   1   | FAILED        |FUSE BLOWN               |  3 
R ENG EXCEEDANCE |   2   | MAINTENANCE   |N1 THRESHOLD EXCEEDANCE  |  3 
R ENG EXCEEDANCE |   3   | MAINTENANCE   |N2 THRESHOLD EXCEEDANCE  |  3 
R ENG EXCEEDANCE |   4   | MAINTENANCE   |ITT THRESHOLD EXCEEDANCE |  3 
R ENG EXCEEDANCE |   5   | MAINTENANCE   |LOW OIL PRES EXCEEDANCE  |  3 
R ENG EXCEEDANCE |   6   | MAINTENANCE   |HIGH OIL PRES EXCEEDANCE |  3 
R ENG EXCEEDANCE |   7   | MAINTENANCE   |HIGH OIL TEMP EXCEEDANCE |  3 
R ENG EXCEEDANCE |   8   | MAINTENANCE   |LOW FUEL TEMP EXCEEDANCE |  3 
R ENG EXCEEDANCE |   9   | MAINTENANCE   |VIBRATION EXCEEDANCE     |  3 
R ENG EXCEEDANCE |  10   | MAINTENANCE   |LOW FUEL PRES EXCEEDANCE |  3 
R TRANSM BRAKE   |   1   | FAILED        |R FTB FAULT              |  3 
R GEN GCU        |   1   | FAILED        |FAULT                    |  3 
RIGHT GENERATOR  |   1   | FAILED        |INTERNAL FAULT           |  3 
R GEN LINE CNTOR |   1   | FAILED/WIRING |FAULT                    |  3 
R GEN PWR MODULE |   1   | FAILED        |FAULT                    |  3 
R GEN PMG RLY1   |   1   | FAILED/WIRING |FAULT                    |  3 
R GEN PMG RLY2   |   1   | FAILED/WIRING |FAULT                    |  3 
R RACK OVERHEAT  |   1   | OVERHEAT      |R EQPT RACK OVERHEAT     |  5 
R PYLON LOOP     |   1   | FAILED/WIRING |SHORT CIRCUIT            |  5 
R PYLON LOOP     |   2   | FAILED/WIRING |OPEN CIRCUIT             |  5 
R IB BK CTRL VLV |   1   | FAILED        |R IB BRAKE CTRL VALVE    |  3 
R I/B TEMP SNSR  |   1   | FAILED/WIRING |CH A&B FAULT             |  3 
RIB WHL SPD XDCR |   1   | FAILED/WIRING |R IB WHEEL SPEED XDCR    |  3 
R IB WHEEL SP    |   1   | FAILED/WIRING |R IB WHEEL SPEED XDCR    |  3 
R IB BRAKE HYDR  |   1   | FAILED        |R IB BRAKE HYDRAULIC     |  3 
R IB BK PR PULSE |   1   | FAILED        |R IB BRAKE PRESS PULSE   |  3 
R IB BK PR XDCR3 |   1   | FAILED/WIRING |R IB BRAKE PRESS XDCR    |  3 
RIU 1            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
RIU 1            |   2   | OFF/NO OUTPUT |NO OUTPUT                |  3 
RIU 1            |   3   | OFF/NO OUTPUT |NO L RIU CHAN A OUTPUT   |  6 
RIU 1            |   4   | OFF/NO OUTPUT |NO L RIU CHAN A OUTPUT   |  6 
RIU 1            |   5   | OFF/NO OUTPUT |NO L RIU CHAN B OUTPUT   |  6 
RIU 1            |   6   | FAILED/WIRING |INTERNAL FAULT           |  5 
RIU 1            |   7   | FAILED/WIRING |NO LA-RIU-1 BUS OUTPUT   | 10 
RIU 1            |   8   | FAILED/WIRING |NO LB-RIU-1 BUS OUTPUT   | 10 
RIU 1            |   9   | FAILED/WIRING |NO LA-RIU-2 BUS OUTPUT   | 10 
RIU 1            |  10   | FAILED/WIRING |NO LB-RIU-2 BUS OUTPUT   | 10 
RIU 1            |  11   | FAILED/WIRING |NO LA-RIU-3 BUS OUTPUT   | 10 
RIU 1            |  12   | FAILED/WIRING |NO LB-RIU-3 BUS OUTPUT   | 10 
RIU 1            |  13   | FAILED/WIRING |NO LA-RIU-4 BUS OUTPUT   | 10 
RIU 1            |  14   | FAILED/WIRING |NO LB-RIU-4 BUS OUTPUT   | 10 
RIU 1            |  15   | FAILED/WIRING |NO LA-RIU-6 BUS OUTPUT   | 10 
RIU 1            |  16   | FAILED/WIRING |NO LB-RIU-6 BUS OUTPUT   | 10 
RIU 1            |  17   | FAILED/WIRING |NO LA-RIU-7 BUS OUTPUT   | 10 
RIU 1            |  18   | FAILED/WIRING |NO LB-RIU-7 BUS OUTPUT   | 10 
RIU 1            |  19   | FAILED/WIRING |NO LA-RIU-8 BUS OUTPUT   | 10 
RIU 1            |  20   | FAILED/WIRING |NO LA-RIU-8 BUS OUTPUT   | 10 
RIU 1            |  21   | FAILED/WIRING |NO LB-RIU-8 BUS OUTPUT   | 10 
RIU 1            |  22   | FAILED/WIRING |NO LB-RIU-8 BUS OUTPUT   | 10 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
RIU 1            |  23   | FAILED/WIRING |NO LB-RIU-9 BUS OUTPUT   | 10 
RIU 1            |  24   | FAILED/WIRING |NO L-RIU-10 BUS OUTPUT   | 10 
RIU 1            |  26   | FAILED/WIRING |NO L-RIU-11 BUS OUTPUT   | 10 
RIU 1            |  29   | FAILED/WIRING |NO L-RIU-12 BUS OUTPUT   | 15 
RIU 1            |  30   | FAILED/WIRING |NO LB-RIU-14 BUS OUTPUT  | 10 
RIU 1            |  32   | FAILED/WIRING |NO R-IOC-4 BUS INPUT     | 10 
RIU 1            |  33   | FAILED/WIRING |NO L-GP-1 BUS INPUT      | 10 
RIU 2            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
RIU 2            |   2   | OFF/NO OUTPUT |NO R RIU CHAN A OUTPUT   |  6 
RIU 2            |   3   | OFF/NO OUTPUT |NO R RIU CHAN B OUTPUT   |  6 
RIU 2            |   4   | FAILED/WIRING |INTERNAL FAULT           |  5 
RIU 2            |   5   | FAILED/WIRING |NO RA-RIU-1 BUS OUTPUT   | 10 
RIU 2            |   6   | FAILED/WIRING |NO RB-RIU-1 BUS OUTPUT   | 10 
RIU 2            |   7   | FAILED/WIRING |NO RA-RIU-3 BUS OUTPUT   | 10 
RIU 2            |   8   | FAILED/WIRING |NO RB-RIU-3 BUS OUTPUT   | 10 
RIU 2            |   9   | FAILED/WIRING |NO RA-RIU-4 BUS OUTPUT   | 10 
RIU 2            |  10   | FAILED/WIRING |NO RB-RIU-4 BUS OUTPUT   | 10 
RIU 2            |  11   | FAILED/WIRING |NO RA-RIU-6 BUS OUTPUT   | 10 
RIU 2            |  12   | FAILED/WIRING |NO RB-RIU-6 BUS OUTPUT   | 10 
RIU 2            |  13   | FAILED/WIRING |NO RA-RIU-7 BUS OUTPUT   | 10 
RIU 2            |  14   | FAILED/WIRING |NO RB-RIU-7 BUS OUTPUT   | 10 
RIU 2            |  15   | FAILED/WIRING |NO RA-RIU-8 BUS OUTPUT   | 10 
RIU 2            |  16   | FAILED/WIRING |NO RB-RIU-8 BUS OUTPUT   | 10 
RIU 2            |  17   | FAILED/WIRING |NO RB-RIU-8 BUS OUTPUT   | 15 
RIU 2            |  18   | FAILED/WIRING |NO RB-RIU-9 BUS OUTPUT   | 10 
RIU 2            |  19   | FAILED/WIRING |NO RB-RIU-14 BUS OUTPUT  | 10 
RIU 2            |  20   | FAILED/WIRING |NO R-GP-1 BUS INPUT      | 10 
RIU 2            |  21   | FAILED/WIRING |NO L-MFD-3 BUS INPUT     | 10 
R LOGIC PCB      |   1   | FAILED        |R LOGIC/RBTC/LBTC FAULT  |  3 
R MAIN FUSE      |   1   | FAILED        |FUSE BLOWN               |  3 
R OB BK CTRL VLV |   1   | FAILED/WIRING |R OB BRAKE CTRL VALVE    |  3 
R O/B TEMP SNSR  |   1   | FAILED/WIRING |CH A&B FAULT             |  5 
R O/B TEMP SNSR  |   2   | FAILED/WIRING |CH A FAULT               |  7 
R O/B TEMP SNSR  |   3   | FAILED/WIRING |CH B FAULT               |  7 
ROB WHL SPD XDCR |   1   | FAILED/WIRING |R OB WHEEL SPEED XDCR    |  3 
R OB WHEEL SP    |   1   | FAILED/WIRING |R OB WHEEL SPEED XDCR    |  3 
R OB BRAKE HYDR  |   1   | FAILED        |RIGHT OB BRAKE HYDRAULIC |  3 
R ENG OIL PROBE  |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
R OB BK PR PULSE |   1   | FAILED        |R OB BRAKE PRESS PULSE   |  3 
R OB BK PR XDCR4 |   1   | FAILED        |R OB BRAKE PRESS XDCR    |  3 
R PYLON AIR LEAK |   1   | FAILED        |R PYLON DUCT AIR LEAK    |  5 
R PLT BK PEDAL X |   1   | FAILED        |RIGHT PILOT BRAKE LVDT   |  3 
R POSITION SNSR  |   1   | FAILED/WIRING |POSITION SENSOR FAULT    |  3 
R POSITION SNSR  |   2   | FAILED/WIRING |FPIU POS SENSOR FAULT    |  3 
R PROTECTION PCB |   1   | FAILED        |FAULT                    |  3 
R PROTECTION PCB |   2   | OFF/NO OUTPUT |NO R-DCPC-1 BUS TO RDC   |  3 
R STICK SHAKER   |   1   | FAILED/WIRING |R SHAKER FAIL            |  3 
R WSLD HEAT SPCC |   1   | FAILED/WIRING |R WSHLD HEAT SPCC FAILED |  3 
R WNDW SPC RELAY |   1   | FAILED/WIRING |RIGHT SPC RELAY FAILED   |  3 
R TNK PR 8/COMP  |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
R TNK PROBE 1    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
R TNK PROBE 2    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
R TNK PROBE 3    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
R TNK PROBE 4    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
R TNK PROBE 5    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
R TNK PROBE 6    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
R TNK PROBE 7    |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
R TNK HI LVL     |   1   | FAILED/WIRING |OPN/SHRT/OUT OF RANGE    |  3 
R WNDW TEMP CTRL |   1   | FAILED        |R WNDW TEMP CTRL FAILED  |  3 
R WING AIR LEAK  |   1   | FAILED        |R PYL/FUS/WING DUCT LEAK |  5 
R SIDE WINDOW    |   1   | FAILED/WIRING |RIGHT SIDE WINDOW FAILED |  3 
RIGHT WINDSHIELD |   1   | FAILED/WIRING |RIGHT WINDSHIELD FAILED  |  3 
R WSLD TEMP CTRL |   1   | FAILED        |R WSHLD TEMP CTRL FAILED |  3 
L ENG SBV A      |   1   | FAILED/WIRING |SURGE BLEED VALVE A 1A   |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
L ENG SBV A      |   2   | FAILED/WIRING |SURGE BLEED VALVE A 1B   |  3 
L ENG SBV A      |   3   | FAILED        |SURGE BLEED VALVE A 4    |  3 
R ENG SBV A      |   1   | FAILED/WIRING |SURGE BLEED VALVE A 1A   |  3 
R ENG SBV A      |   2   | FAILED/WIRING |SURGE BLEED VALVE A 1B   |  3 
R ENG SBV A      |   3   | FAILED        |SURGE BLEED VALVE A 4    |  3 
L ENG SBV B      |   1   | FAILED/WIRING |SURGE BLEED VALVE B 1A   |  3 
L ENG SBV B      |   2   | FAILED/WIRING |SURGE BLEED VALVE B 1B   |  3 
L ENG SBV B      |   3   | FAILED        |SURGE BLEED VALVE B 4    |  3 
R ENG SBV B      |   1   | FAILED/WIRING |SURGE BLEED VALVE B 1A   |  3 
R ENG SBV B      |   2   | FAILED/WIRING |SURGE BLEED VALVE B 1B   |  3 
R ENG SBV B      |   3   | FAILED        |SURGE BLEED VALVE B 4    |  3 
L ENG SBV C      |   1   | FAILED/WIRING |SURGE BLEED VALVE C 1A   |  3 
L ENG SBV C      |   2   | FAILED/WIRING |SURGE BLEED VALVE C 1B   |  3 
L ENG SBV C      |   3   | FAILED        |SURGE BLEED VALVE C 4    |  3 
R ENG SBV C      |   1   | FAILED/WIRING |SURGE BLEED VALVE C 1A   |  3 
R ENG SBV C      |   2   | FAILED/WIRING |SURGE BLEED VALVE C 1B   |  3 
R ENG SBV C      |   3   | FAILED        |SURGE BLEED VALVE C 4    |  3 
SPOILER ECU 1    |   1   | OFF/NO OUTPUT |NO L-SECU-1 BUS TO DCU   |  3 
SPOILER ECU 1    |   2   | FAILED        |INTERNAL FAULT           |  3 
SPOILER ECU 1    |   3   | FAILED/WIRING |NO L-GP-5 BUS INPUT      |  3 
SPOILER ECU 1    |   4   | FAILED/WIRING |ROLL SPOILR OFF SW FAIL  |  3 
SPOILER ECU 1    |   5   | FAILED/WIRING |ROLL DISCONNECT SW FAIL  |  3 
SPOILER ECU 1    |   6   | FAILED/WIRING |GROUND SPOIL SELECT SW   |  3 
SPOILER ECU 1    |   7   | FAILED/WIRING |NO R-GP-5 BUS INPUT      |  3 
SPOILER ECU 1    |   8   | FAILED/WIRING |NO ADC-1 INPUT ON L-GP-5 |  3 
SPOILER ECU 1    |   9   | FAILED/WIRING |NO ADC-2 INPUT ON R-GP-5 |  3 
SPOILER ECU 1    |  10   | FAILED/WIRING |NO FCU INPUT ON L-GP-5   |  3 
SPOILER ECU 1    |  11   | FAILED/WIRING |NO FCU INPUT ON R-GP-5   |  3 
SPOILER ECU 1    |  12   | FAILED/WIRING |NO RADIO ALTIMETER INPUT |  3 
SPOILER ECU 1    |  13   | FAILED/WIRING |L HYDRAULIC INPUT FAIL   |  3 
SPOILER ECU 1    |  14   | FAILED/WIRING |R HYDRAULIC INPUT FAIL   |  3 
SPOILER ECU 1    |  15   | FAILED/WIRING |L TQA IDLE FAULT         |  3 
SPOILER ECU 1    |  16   | FAILED/WIRING |R TQA IDLE FAULT         |  3 
SPOILER ECU 1    |  17   | FAILED/WIRING |PROGRAM PIN FAULT        |  3 
SPOILER ECU 1    |  18   | FAILED/WIRING |XTALK ARINC BUS          |  3 
SPOILER ECU 1    |  19   | FAILED/WIRING |NO PSEU CHANNEL A INPUT  |  3 
SPOILER ECU 1    |  20   | FAILED/WIRING |NO PSEU CHANNEL B INPUT  |  3 
SPOILER ECU 1    |  21   | FAILED/WIRING |NO LA-FADEC BUS INPUT    |  3 
SPOILER ECU 1    |  22   | FAILED/WIRING |NO LA-FADEC BUS INPUT    |  3 
SPOILER ECU 1    |  23   | FAILED/WIRING |NO LB-FADEC BUS INPUT    |  3 
SPOILER ECU 1    |  24   | FAILED/WIRING |NO LB-FADEC BUS INPUT    |  3 
SPOILER ECU 1    |  25   | FAILED/WIRING |NO RA-FADEC BUS INPUT    |  3 
SPOILER ECU 1    |  26   | FAILED/WIRING |NO RA-FADEC BUS INPUT    |  3 
SPOILER ECU 1    |  27   | FAILED/WIRING |NO RB-FADEC BUS INPUT    |  3 
SPOILER ECU 1    |  28   | FAILED/WIRING |NO RB-FADEC BUS INPUT    |  3 
SPOILER ECU 1    |  29   | FAILED/WIRING |L IB GR SPOILER          |  3 
SPOILER ECU 1    |  30   | FAILED/WIRING |R IB GR SPOILER          |  3 
SPOILER ECU 1    |  31   | FAILED/WIRING |L IB MF SPOILER          |  3 
SPOILER ECU 1    |  32   | FAILED/WIRING |R IB MF SPOILER          |  3 
SPOILER ECU 1    |  33   | FAILED/WIRING |NO RADIO ALTIMETER INPUT |  3 
SPOILER ECU 2    |   1   | OFF/NO OUTPUT |NO R-SECU-1 BUS TO DCU   |  3 
SPOILER ECU 2    |   2   | FAILED        |INTERNAL FAULT           |  3 
SPOILER ECU 2    |   3   | FAILED/WIRING |NO R-GP-5 BUS INPUT      |  3 
SPOILER ECU 2    |   4   | FAILED/WIRING |ROLL SPOILR OFF SW FAIL  |  3 
SPOILER ECU 2    |   5   | FAILED/WIRING |ROLL DISCONNECT SW FAIL  |  3 
SPOILER ECU 2    |   6   | FAILED/WIRING |GROUND SPOIL SELECT SW   |  3 
SPOILER ECU 2    |   7   | FAILED/WIRING |NO L-GP-5 BUS INPUT      |  3 
SPOILER ECU 2    |   8   | FAILED/WIRING |NO ADC-1 INPUT ON L-GP-5 |  3 
SPOILER ECU 2    |   9   | FAILED/WIRING |NO ADC-2 INPUT ON R-GP-5 |  3 
SPOILER ECU 2    |  10   | FAILED/WIRING |NO FCU INPUT ON L-GP-5   |  3 
SPOILER ECU 2    |  11   | FAILED/WIRING |NO FCU INPUT ON R-GP-5   |  3 
SPOILER ECU 2    |  12   | FAILED/WIRING |NO RADIO ALTIMETER INPUT |  3 
SPOILER ECU 2    |  13   | FAILED/WIRING |L HYDRAULIC INPUT FAIL   |  3 
SPOILER ECU 2    |  14   | FAILED/WIRING |R HYDRAULIC INPUT FAIL   |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
SPOILER ECU 2    |  15   | FAILED/WIRING |L TQA IDLE FAULT         |  3 
SPOILER ECU 2    |  16   | FAILED/WIRING |R TQA IDLE FAULT         |  3 
SPOILER ECU 2    |  17   | FAILED/WIRING |PROGRAM PIN FAULT        |  3 
SPOILER ECU 2    |  18   | FAILED/WIRING |XTALK ARINC BUS          |  3 
SPOILER ECU 2    |  19   | FAILED/WIRING |NO PSEU CHANNEL A INPUT  |  3 
