     LRU FAULT MESSAGE LISTING
       LRU       | Mess# |    Status     |        Message          |Timer
SPOILER ECU 2    |  30   | FAILED/WIRING |R OB GR SPOILER          |  3 
SPOILER ECU 2    |  31   | FAILED/WIRING |L OB MF SPOILER          |  3 
SPOILER ECU 2    |  32   | FAILED/WIRING |R OB MF SPOILER          |  3 
SPOILER ECU 2    |  33   | FAILED/WIRING |NO RADIO ALTIMETER INPUT |  3 
STALL COMPUTER   |   1   | OFF/NO OUTPUT |SPC OFF/NO OUTPUT        |  3 
STALL COMPUTER   |   2   | FAILED/WIRING |NO A-SPC-1 BUS TO IOC    | 10 
STALL COMPUTER   |   3   | FAILED/WIRING |NO B-SPC-1 BUS TO IOC    | 10 
STALL COMPUTER   |   4   | FAILED/WIRING |NO A-SPC-2 BUS OUTPUT    | 10 
STALL COMPUTER   |   5   | FAILED/WIRING |NO B-SPC-2 BUS OUTPUT    | 10 
STALL COMPUTER   |   6   | FAILED        |SPC INTERNAL FAULT       |  3 
STALL COMPUTER   |   7   | FAILED        |L/R AOA DISAGREE         |  8 
STALL COMPUTER   |   8   | FAILED/WIRING |L A/C CORRECTION FAULT   |  3 
STALL COMPUTER   |   9   | FAILED/WIRING |R A/C CORRECTION FAULT   |  3 
STALL COMPUTER   |  10   | OFF/NO OUTPUT |NO FLAP ANALOG TO SPC    |  3 
STALL COMPUTER   |  11   | FAILED/WIRING |NO L FLAP ANALOG TO SPC  |  8 
STALL COMPUTER   |  12   | FAILED/WIRING |NO R FLAP ANALOG TO SPC  |  8 
STALL COMPUTER   |  13   | FAILED        |NO ADC MACH INPUT        |  3 
STALL COMPUTER   |  14   | FAILED        |NO FCU FLAP INPUT        |  3 
STALL COMPUTER   |  15   | FAILED        |NO AHC1 LAT ACCEL INPUT  |  3 
STALL COMPUTER   |  16   | FAILED        |NO IRS1 LAT ACCEL INPUT  |  3 
STALL COMPUTER   |  17   | FAILED        |NO AHC2 LAT ACCEL INPUT  |  3 
STALL COMPUTER   |  18   | FAILED        |NO IRS2 LAT ACCEL INPUT  |  3 
STALL COMPUTER   |  19   | FAILED        |NO ISI MACH INPUT        |  3 
STALL COMPUTER   |  20   | FAILED        |NO ISI CAS INPUT         |  3 
STALL COMPUTER   |  21   | FAILED        |ISI/ADC MACH DISAGREE    |  3 
STALL COMPUTER   |  22   | FAILED        |NO SPC CROSS DATA BUS    |  8 
STALL COMPUTER   |  23   | FAILED        |INVALID FLAP INPUT       |  3 
STALL COMPUTER   |  24   | FAILED/WIRING |INVALID WOW INPUT        |  3 
STALL COMPUTER   |  25   | FAILED/WIRING |INVALID SECU INPUT       |  3 
STALL COMPUTER   |  26   | FAILED/WIRING |A/P DISCONNECT FAIL      |  3 
STALL COMPUTER   |  27   | FAILED/WIRING |RTL SPEED DISCRETE FAIL  |  3 
SAT 2X00         |   0   | PREREQUISITE  |INSTALLED                |  0 
SAT 2X00         |   1   | FAILED/WIRING |NO SATCOM BUS OUTPUT     |  7 
SAT 2X00         |   2   | FAILED/WIRING |NO SATCOM BUS OUTPUT     |  7 
SAT 2X00         |   3   | FAILED/WIRING |NO SATCOM BUS TO RIU     | 10 
SAT 2X00         |   4   | FAILED/WIRING |NO SATCOM MAINT OUTPUT   | 10 
SAT 2X00         |   5   | FAILED/WIRING |NO SATCOM BUS TO CDU     | 10 
SAT 2X00         |   6   | FAILED/WIRING |SATELLITE DATA UNIT      |  5 
SAT 2X00         |   7   | FAILED/WIRING |TOP/PORT DIPLEXER/LNA    |  5 
SAT 2X00         |   8   | FAILED/WIRING |STARBOARD DIPLEXER/LNA   |  5 
SAT 2X00         |   9   | FAILED/WIRING |TOP/PORT BSU             |  5 
SAT 2X00         |  10   | FAILED/WIRING |STARBOARD BSU            |  5 
SAT 2X00         |  11   | FAILED/WIRING |HIGH POWER RELAY         |  5 
SAT 2X00         |  12   | FAILED/WIRING |RX COMBINER/CABLE FAULT  |  5 
SAT 2X00         |  13   | FAILED/WIRING |SDU STRAPPING PARITY     |  5 
SAT 2X00         |  14   | FAILED/WIRING |INT GAIN -TP/PORT HG ANT |  5 
SAT 2X00         |  15   | FAILED/WIRING |STARBOARD HI GAIN ANT    |  5 
SAT 2X00         |  16   | DON'T FAIL    |BLOCKING EQ FOR SRT 2000 |  0 
SAT 2X00         |  17   | FAILED/WIRING |NO L-IRS-4 BUS INPUT     | 25 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
SAT 2X00         |  18   | FAILED/WIRING |NO R-IRS-4 BUS INPUT     | 25 
SAT 2X00         |  19   | FAILED/WIRING |NO L-IOC-2 BUS INPUT     | 15 
SAT 2X00         |  20   | FAILED/WIRING |NO R-IOC-2 BUS INPUT     | 15 
SAT 2X00         |  21   | OVERHEAT      |SDU OVERHEAT             | 30 
SAT 2X00         |  22   | FAILED/WIRING |DLNA TO SDU RX ERROR     | 20 
SAT 2X00         |  23   | FAILED/WIRING |HGA TO SDU DATA BUS      | 20 
SAT 2X00         |  24   | FAILED/WIRING |SDU TO HGA DATA BUS      | 20 
SAT 2X00         |  25   | FAILED/WIRING |SDU TO HGA VSWR          | 20 
SAT 2X00         |  26   | FAILED/WIRING |SDU CONFIG MODULE        | 20 
SAT 2X00         |  27   | FAILED/WIRING |SDU / SCM DATA BUS FAULT | 20 
STICK PUSHER     |   1   | FAILED/WIRING |PUSHER FAIL / NO POWER   |  3 
SVC              |   0   | PREREQUISITE  |INSTALLED                |  0 
SVC              |   1   | OFF/NO OUTPUT |NO OUTPUT TO IOC         |  3 
SVC              |   2   | FAILED/WIRING |INTERNAL FAULT           |  5 
SVC              |   3   | FAILED        |AIRPORT/RUNWAY DB FAULT  | 30 
SVC              |   4   | FAILED        |TERRAIN DB FAULT         | 30 
SVC              |   5   | FAILED/WIRING |NO L-GPS-2 BUS INPUT     | 12 
SVC              |   6   | FAILED/WIRING |NO R-GPS-2 BUS INPUT     | 12 
SVC              |   7   | FAILED/WIRING |NO L-IOC-4 BUS INPUT     | 10 
SVC              |   8   | FAILED/WIRING |NO R-IOC-4 BUS INPUT     | 10 
SVC              |   9   | FAILED/WIRING |NO L-AHC-1 BUS INPUT     | 10 
SVC              |  10   | FAILED/WIRING |NO L-IRS-4 BUS INPUT     | 25 
SVC              |  11   | FAILED/WIRING |NO R-AHC-1 BUS INPUT     | 15 
SVC              |  12   | FAILED/WIRING |NO R-IRS-4 BUS INPUT     | 15 
SVC              |  13   | FAILED/WIRING |VIDEO OUTPUT FAIL        | 10 
SVC              |  14   | FAILED/WIRING |VIDEO OUTPUT TO L \R PFD | 12 
SVC              |  15   | FAILED/WIRING |VIDEO OUTPUT TO L PFD    | 15 
SVC              |  16   | FAILED/WIRING |VIDEO OUTPUT TO R PFD    | 15 
SYN VISION CFG   |   0   | PREREQUISITE  |INSTALLED                |  0 
SYN VISION CFG   |   1   | FAILED        |CONFIG MODULE FAIL       | 30 
TRIM AIR LEAK    |   1   | FAILED        |TRIM DUCT AIR LEAK       |  5 
TAWS MARK V      |   0   | PREREQUISITE  |INSTALLED MARK V         |  0 
TAWS MARK V      |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
TAWS MARK V      |   2   | FAILED        |INTERNAL FAULT           |  5 
TAWS MARK V      |   4   | FAILED/WIRING |NO TAWS-1 BUS OUTPUT     | 10 
TAWS MARK V      |   5   | FAILED/WIRING |NO TERR-1 BUS OUTPUT     |  8 
TAWS MARK V      |   6   | FAILED/WIRING |NO PFD TERR-1 BUS INPUT  | 10 
TAWS MARK V      |   7   | FAILED/WIRING |NO MFD TERR-1 BUS INPUT  | 10 
TAWS MARK V      |   8   | FAILED/WIRING |NO TERR-2 BUS OUTPUT     |  8 
TAWS MARK V      |   9   | FAILED/WIRING |NO PFD TERR-2 BUS INPUT  | 10 
TAWS MARK V      |  10   | FAILED/WIRING |NO MFD TERR-2 BUS INPUT  | 10 
TAWS MARK V      |  11   | FAILED/WIRING |NO L-GP-5 BUS INPUT      | 10 
TAWS MARK V      |  12   | FAILED/WIRING |NO R-GP-5 BUS INPUT      | 10 
TAWS MARK V      |  13   | FAILED/WIRING |NO L-GPS-2 BUS INPUT     | 20 
TAWS MARK V      |  14   | FAILED/WIRING |NO R-GPS-2 BUS INPUT     | 20 
TAWS MARK V      |  16   | FAILED        |PROGRAM PIN FAIL         | 30 
TAWS MARK V      |  17   | FAILED        |FLAP INPUT FAIL          | 30 
TAWS MARK V      |  18   | FAILED        |GEAR INPUT FAIL          | 30 
TAWS MARK VIII   |   0   | PREREQUISITE  |INSTALLED MARK VIII      |  0 
TAWS MARK VIII   |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
TAWS MARK VIII   |   2   | FAILED        |INTERNAL FAULT           |  5 
TAWS MARK VIII   |   3   | FAILED        |CONFIGURATION MODULE     | 10 
TAWS MARK VIII   |   5   | FAILED/WIRING |NO TAWS-1 BUS OUTPUT     | 10 
TAWS MARK VIII   |   6   | FAILED/WIRING |NO TERR-1 BUS OUTPUT     |  8 
TAWS MARK VIII   |   7   | FAILED/WIRING |NO PFD TERR-1 BUS INPUT  | 10 
TAWS MARK VIII   |   8   | FAILED/WIRING |NO MFD TERR-1 BUS INPUT  | 10 
TAWS MARK VIII   |   9   | FAILED/WIRING |NO TERR-2 BUS OUTPUT     |  8 
TAWS MARK VIII   |  10   | FAILED/WIRING |NO PFD TERR-2 BUS INPUT  | 10 
TAWS MARK VIII   |  11   | FAILED/WIRING |NO MFD TERR-2 BUS INPUT  | 10 
TAWS MARK VIII   |  12   | FAILED/WIRING |NO L-GP-5 BUS INPUT      | 10 
TAWS MARK VIII   |  13   | FAILED/WIRING |NO R-GP-5 BUS INPUT      | 10 
TAWS MARK VIII   |  14   | FAILED/WIRING |FLAP INPUT FAILED        |  5 
TAWS MARK VIII   |  15   | FAILED/WIRING |GEAR INPUT FAILED        |  5 
TAWS MARK VIII   |  16   | FAILED/WIRING |NO L-GPS-2 BUS INPUT     | 20 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
TAWS MARK VIII   |  18   | FAILED/WIRING |NO R-GPS-2 BUS INPUT     | 20 
TEMP CTRL VLV    |   1   | FAILED/WIRING |DISAGREE / VALVE CLOSED  |  5 
TEMP CTRL VLV    |   2   | FAILED/WIRING |DISAGREE / VALVE OPEN    |  5 
TEMP CTRL VLV    |   3   | FAILED/WIRING |DISAGREE / VALVE CLOSED  |  5 
TEMP CTRL VLV    |   4   | FAILED/WIRING |DISAGREE / VALVE OPEN    |  5 
L ENG TR DCU     |   1   | FAILED/WIRING |TR DCU 1A                |  3 
L ENG TR DCU     |   2   | FAILED/WIRING |TR DCU 1B                |  3 
L ENG TR DCU     |   3   | FAILED        |TR DCU 4                 |  3 
L ENG TR DCU     |   4   | FAILED        |TR DCU 5                 |  3 
L ENG TR DCU     |   5   | FAILED        |TR DCU 6                 |  3 
L ENG TR DCU     |   6   | FAILED        |TR DCU 7                 |  3 
R ENG TR DCU     |   1   | FAILED/WIRING |TR DCU 1A                |  3 
R ENG TR DCU     |   2   | FAILED/WIRING |TR DCU 1B                |  3 
R ENG TR DCU     |   3   | FAILED        |TR DCU 4                 |  3 
R ENG TR DCU     |   4   | FAILED        |TR DCU 5                 |  3 
R ENG TR DCU     |   5   | FAILED        |TR DCU 6                 |  3 
R ENG TR DCU     |   6   | FAILED        |TR DCU 7                 |  3 
TDR 1            |   0   | PREREQUISITE  |INSTALLED                |  0 
TDR 1            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
TDR 1            |   2   | FAILED        |INTERNAL FAULT           |  5 
TDR 1            |   3   | FAILED        |INTERNAL FAULT           |  5 
TDR 1            |   4   | FAILED        |CONFIG STRAPS INVALID    |  5 
TDR 1            |   5   | FAILED        |INVALID MODE S ADDRESS   |  5 
TDR 1            |   6   | FAILED/WIRING |NO L-TDR-1 BUS OUTPUT    | 10 
TDR 1            |   7   | DON'T FAIL    |BLOCK FAULT -BAD INPUTS  |  0 
TDR 1            |   8   | FAILED/WIRING |NO LB-RIU-8 BUS INPUT    | 10 
TDR 1            |   9   | FAILED/WIRING |NO LA-RIU-8 BUS INPUT    | 10 
TDR 1            |  10   | FAILED/WIRING |NO L-TDR-XT BUS OUTPUT   | 10 
TDR 1            |  11   | FAILED/WIRING |NO L-CDU-6 BUS INPUT     | 10 
TDR 1            |  12   | FAILED/WIRING |NO L-IOC-2 BUS INPUT     | 10 
TDR 1            |  13   | FAILED/WIRING |NO R-IOC-2 BUS INPUT     | 10 
TDR 1            |  14   | FAILED/WIRING |TRANSPONDER FAILURE      | 25 
TDR 1            |  15   | FAILED/WIRING |ADS-B OUT FAILURE        | 30 
TDR 1            |  16   | FAILED/WIRING |TRANSPONDER FAILURE      | 30 
TDR 1            |  17   | LRU OK / INFO |GPS TIMEMARK INVALID     | 60 
TDR 1            |  18   | FAILED        |ADS-B PARITY ERROR       | 15 
TDR 2            |   0   | PREREQUISITE  |INSTALLED                |  0 
TDR 2            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  5 
TDR 2            |   2   | FAILED        |INTERNAL FAULT           | 10 
TDR 2            |   3   | FAILED        |INTERNAL FAULT           |180 
TDR 2            |   4   | FAILED        |CONFIG STRAPS INVALID    | 30 
TDR 2            |   5   | FAILED        |INVALID MODE S ADDRESS   | 30 
TDR 2            |   6   | FAILED/WIRING |NO R-TDR-1 BUS OUTPUT    |  3 
TDR 2            |   7   | DON'T FAIL    |BLOCK FAULT -BAD INPUTS  |  0 
TDR 2            |   8   | FAILED/WIRING |NO RB-RIU-8 BUS INPUT    | 30 
TDR 2            |   9   | FAILED/WIRING |NO RA-RIU-8 BUS INPUT    | 30 
TDR 2            |  10   | FAILED/WIRING |NO R-TDR-XT BUS OUTPUT   | 30 
TDR 2            |  11   | FAILED/WIRING |NO R-TDR-XT BUS OUTPUT   | 30 
TDR 2            |  12   | FAILED/WIRING |NO R-CDU-6 BUS INPUT     | 10 
TDR 2            |  13   | FAILED/WIRING |NO L-CDU-7 BUS INPUT     | 10 
TDR 2            |  14   | FAILED/WIRING |NO R-IOC-2 BUS INPUT     | 10 
TDR 2            |  15   | FAILED/WIRING |NO R-IOC-2 BUS INPUT     | 10 
TDR 2            |  16   | FAILED/WIRING |NO L-IOC-2 BUS INPUT     | 10 
TDR 2            |  17   | FAILED/WIRING |TRANSPONDER FAILURE      | 25 
TDR 2            |  18   | FAILED/WIRING |ADS-B OUT FAILURE        | 30 
TDR 2            |  19   | FAILED/WIRING |TRANSPONDER FAILURE      | 30 
TDR 2            |  20   | LRU OK / INFO |GPS TIMEMARK INVALID     | 60 
TDR 2            |  21   | FAILED        |ADS-B PARITY ERROR       | 15 
L ENG TR EHPL    |   1   | FAILED        |TR EHPL 4                |  3 
L ENG TR EHPL    |   2   | FAILED        |TR EHPL 5                |  3 
R ENG TR EHPL    |   1   | FAILED        |TR EHPL 4                |  3 
R ENG TR EHPL    |   2   | FAILED        |TR EHPL 5                |  3 
L ENG TR HYDRAUL |   1   | FAILED        |NO TR HYDRAULICS         |  3 
R ENG TR HYDRAUL |   1   | FAILED        |NO TR HYDRAULICS         |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
L TR L DEPLOY SW |   1   | FAILED/WIRING |TR L DEPLOY SWITCH 1A    |  3 
L TR L DEPLOY SW |   2   | FAILED/WIRING |TR L DEPLOY SWITCH 1B    |  3 
L TR L DEPLOY SW |   3   | FAILED        |TR L DEPLOY SWITCH 4     |  3 
R TR L DEPLOY SW |   1   | FAILED/WIRING |TR L DEPLOY SWITCH 1A    |  3 
R TR L DEPLOY SW |   2   | FAILED/WIRING |TR L DEPLOY SWITCH 1B    |  3 
R TR L DEPLOY SW |   3   | FAILED        |TR L DEPLOY SWITCH 4     |  3 
L TR L DOOR      |   1   | FAILED        |TR LL DOOR HOOK/LATCH    |  3 
L TR L DOOR      |   2   | FAILED        |TR LR DOOR HOOK/LATCH    |  3 
L TR L DOOR      |   3   | FAILED        |TR LOWER DOOR ACTUATOR   |  3 
R TR L DOOR      |   1   | FAILED        |TR LL DOOR HOOK/LATCH    |  3 
R TR L DOOR      |   2   | FAILED        |TR LR DOOR HOOK/LATCH    |  3 
R TR L DOOR      |   3   | FAILED        |TR LOWER DOOR ACTUATOR   |  3 
L TR LL STOW SW  |   1   | FAILED/WIRING |TR LL STOW SWITCH 1A     |  3 
L TR LL STOW SW  |   2   | FAILED/WIRING |TR LL STOW SWITCH 1B     |  3 
L TR LL STOW SW  |   3   | FAILED        |TR LL STOW SWITCH 4      |  3 
R TR LL STOW SW  |   1   | FAILED/WIRING |TR LL STOW SWITCH 1A     |  3 
R TR LL STOW SW  |   2   | FAILED/WIRING |TR LL STOW SWITCH 1B     |  3 
R TR LL STOW SW  |   3   | FAILED        |TR LL STOW SWITCH 4      |  3 
L TR LR STOW SW  |   1   | FAILED/WIRING |TR LR STOW SWITCH 1A     |  3 
L TR LR STOW SW  |   2   | FAILED/WIRING |TR LR STOW SWITCH 1B     |  3 
L TR LR STOW SW  |   3   | FAILED        |TR LR STOW SWITCH 4      |  3 
R TR LR STOW SW  |   1   | FAILED/WIRING |TR LR STOW SWITCH 1A     |  3 
R TR LR STOW SW  |   2   | FAILED/WIRING |TR LR STOW SWITCH 1B     |  3 
R TR LR STOW SW  |   3   | FAILED        |TR LR STOW SWITCH 4      |  3 
L ENG TR MUX     |   1   | FAILED/WIRING |TR MULTIPLEXER 1A        |  3 
L ENG TR MUX     |   2   | FAILED/WIRING |TR MULTIPLEXER 1B        |  3 
L ENG TR MUX     |   3   | FAILED/WIRING |TR MULTIPLEXER 4         |  3 
L ENG TR MUX     |   4   | FAILED/WIRING |TR MULTIPLEXER 5         |  3 
R ENG TR MUX     |   1   | FAILED/WIRING |TR MULTIPLEXER 1A        |  3 
R ENG TR MUX     |   2   | FAILED/WIRING |TR MULTIPLEXER 1B        |  3 
R ENG TR MUX     |   3   | FAILED/WIRING |TR MULTIPLEXER 4         |  3 
R ENG TR MUX     |   4   | FAILED/WIRING |TR MULTIPLEXER 5         |  3 
PACK LOOP B      |   1   | FAILED/WIRING |SHORT CIRCUIT            |  5 
PACK LOOP B      |   2   | FAILED/WIRING |OPEN CIRCUIT             |  5 
TAT PROBE        |   1   | FAILED        |INTERNAL FAULT           | 30 
L ENG THROTTLE   |   1   | FAILED/WIRING |THROTTLE LEVER 1A        |  3 
L ENG THROTTLE   |   2   | FAILED/WIRING |THROTTLE LEVER 1B        |  3 
L ENG THROTTLE   |   3   | FAILED/WIRING |THROTTLE RIGGING 1A      |  3 
L ENG THROTTLE   |   4   | FAILED/WIRING |THROTTLE RIGGING 1B      |  3 
L ENG THROTTLE   |   5   | FAILED/WIRING |ENGINE RUN COMMAND 4     |  3 
R ENG THROTTLE   |   1   | FAILED/WIRING |THROTTLE LEVER 1A        |  3 
R ENG THROTTLE   |   2   | FAILED/WIRING |THROTTLE LEVER 1B        |  3 
R ENG THROTTLE   |   3   | FAILED/WIRING |THROTTLE RIGGING 1A      |  3 
R ENG THROTTLE   |   4   | FAILED/WIRING |THROTTLE RIGGING 1B      |  3 
R ENG THROTTLE   |   5   | FAILED/WIRING |ENGINE RUN COMMAND 4     |  3 
TRIM AIR LOOP    |   1   | FAILED/WIRING |SHORT CIRCUIT            |  5 
TRIM AIR LOOP    |   2   | FAILED/WIRING |OPEN CIRCUIT             |  5 
L ENG TR ICU     |   1   | FAILED/WIRING |TR ICU 1A                |  3 
L ENG TR ICU     |   2   | FAILED/WIRING |TR ICU 1B                |  3 
L ENG TR ICU     |   3   | FAILED        |TR ICU 4                 |  3 
L ENG TR ICU     |   4   | FAILED        |TR ICU 5                 |  3 
L ENG TR ICU     |   5   | FAILED        |TR ICU 6                 |  3 
L ENG TR ICU     |   6   | FAILED        |TR ICU 7                 |  3 
L ENG TR ICU     |   7   | FAILED        |TR ICU 8                 |  3 
L ENG TR ICU     |   8   | FAILED        |TR ICU 9                 |  3 
L ENG TR ICU     |   9   | FAILED        |TR ICU 10                |  3 
R ENG TR ICU     |   1   | FAILED/WIRING |TR ICU 1A                |  3 
R ENG TR ICU     |   2   | FAILED/WIRING |TR ICU 1B                |  3 
R ENG TR ICU     |   3   | FAILED        |TR ICU 4                 |  3 
R ENG TR ICU     |   4   | FAILED        |TR ICU 5                 |  3 
R ENG TR ICU     |   5   | FAILED        |TR ICU 6                 |  3 
R ENG TR ICU     |   6   | FAILED        |TR ICU 7                 |  3 
R ENG TR ICU     |   7   | FAILED        |TR ICU 8                 |  3 
R ENG TR ICU     |   8   | FAILED        |TR ICU 9                 |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
R ENG TR ICU     |   9   | FAILED        |TR ICU 10                |  3 
L ENG TR TEST SW |   1   | FAILED/WIRING |TR TEST SWITCH 1A        |  3 
L ENG TR TEST SW |   2   | FAILED/WIRING |TR TEST SWITCH 1B        |  3 
L ENG TR TEST SW |   3   | FAILED        |TR TEST SWITCH 4         |  3 
R ENG TR TEST SW |   1   | FAILED/WIRING |TR TEST SWITCH 1A        |  3 
R ENG TR TEST SW |   2   | FAILED/WIRING |TR TEST SWITCH 1B        |  3 
R ENG TR TEST SW |   3   | FAILED        |TR TEST SWITCH 4         |  3 
TSS-4100         |   0   | PREREQUISITE  |INSTALLED                |  0 
TSS-4100         |   1   | FAILED/WIRING |NO OUTPUT                | 15 
TSS-4100         |   2   | FAILED/WIRING |ECU FAULT                |  5 
TSS-4100         |   3   | FAILED/WIRING |INTERNAL FAULT           |  6 
TSS-4100         |   4   | FAILED/WIRING |NO TSS-TA/RA-1 BUS OUT   | 10 
TSS-4100         |   5   | FAILED/WIRING |NO TSS-TA/RA-2 BUS OUT   | 10 
TSS-4100         |   6   | FAILED/WIRING |NO R-IOC-2 BUS INPUT     | 15 
TSS-4100         |   7   | FAILED/WIRING |NO L-IOC-2 BUS INPUT     | 20 
TSS-4100         |   8   | FAILED/WIRING |RA 1 DISPLAY INVALID     | 20 
TSS-4100         |   9   | FAILED/WIRING |RA 2 DISPLAY INVALID     | 20 
TSS-4100         |  10   | FAILED/WIRING |TA 1 DISPLAY INVALID     | 20 
TSS-4100         |  11   | FAILED/WIRING |TA 2 DISPLAY INVALID     | 20 
TSS-4100         |  12   | FAILED/WIRING |NO LB-RIU-8 BUS INPUT    | 15 
TSS-4100         |  13   | FAILED/WIRING |NO LA-RIU-8 BUS INPUT    | 15 
TSS-4100         |  14   | FAILED/WIRING |NO L-CDU-6 BUS INPUT     | 15 
TSS-4100         |  15   | LRU OK / INFO |ADS-B OUT FUNCTION FAIL  | 60 
TSS-4100         |  19   | OVERHEAT      |FAN FAILURE              | 30 
TSS-4100         |  20   | FAILED/WIRING |TCAS SYSTEM STATUS FAIL  | 15 
TSS-4100         |  21   | FAILED/WIRING |ACAS SYSTEM SUMMARY FAIL | 10 
TSS-4100         |  22   | FAILED/WIRING |XPDR SYSTEM SUMMARY FAIL | 10 
TSS LOWER ANT    |   0   | PREREQUISITE  |INSTALLED                |  0 
TSS LOWER ANT    |   1   | FAILED        |INTERNAL FAULT           | 30 
TSS UPPER ANT    |   0   | PREREQUISITE  |INSTALLED                |  0 
TSS UPPER ANT    |   1   | FAILED        |INTERNAL FAULT           | 30 
L ENG TR SYS     |   1   | FAILED        |NO TR MOVEMENT           |  3 
R ENG TR SYS     |   1   | FAILED        |NO TR MOVEMENT           |  3 
L ENG TT2 SNSR   |   1   | FAILED/WIRING |TT2 SENSOR/HEATER 1A     |  3 
L ENG TT2 SNSR   |   2   | FAILED/WIRING |TT2 SENSOR/HEATER 1B     |  3 
L ENG TT2 SNSR   |   3   | FAILED        |TT2 SENSOR/HEATER 4      |  3 
R ENG TT2 SNSR   |   1   | FAILED/WIRING |TT2 SENSOR/HEATER 1A     |  3 
R ENG TT2 SNSR   |   2   | FAILED/WIRING |TT2 SENSOR/HEATER 1B     |  3 
R ENG TT2 SNSR   |   3   | FAILED        |TT2 SENSOR/HEATER 4      |  3 
L ENG TR TQA     |   1   | FAILED/WIRING |TR TQA 1A                |  3 
L ENG TR TQA     |   2   | FAILED/WIRING |TR TQA 1B                |  3 
L ENG TR TQA     |   3   | FAILED        |TR TQA 4                 |  3 
L ENG TR TQA     |   4   | FAILED        |TR TQA 5                 |  3 
L ENG TR TQA     |   5   | FAILED        |TR TQA 6                 |  3 
R ENG TR TQA     |   1   | FAILED/WIRING |TR TQA 1A                |  3 
R ENG TR TQA     |   2   | FAILED/WIRING |TR TQA 1B                |  3 
R ENG TR TQA     |   3   | FAILED        |TR TQA 4                 |  3 
R ENG TR TQA     |   4   | FAILED        |TR TQA 5                 |  3 
R ENG TR TQA     |   5   | FAILED        |TR TQA 6                 |  3 
TCAS CH A        |   0   | PREREQUISITE  |INSTALLED                |  0 
TCAS CH A        |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
TCAS CH A        |   2   | FAILED        |INTERNAL FAULT           |  5 
TCAS CH A        |   3   | FAILED        |TA 1 DISPLAY INVALID     |  5 
TCAS CH A        |   4   | FAILED        |RA 1 DISPLAY INVALID     |  5 
TCAS CH A        |   5   | FAILED/WIRING |NO L-AHC-1 BUS INPUT     | 10 
TCAS CH A        |   6   | FAILED/WIRING |NO L-IOC-2 BUS INPUT     | 10 
TCAS CH A        |   7   | DON'T FAIL    |BLOCK FAULT -BAD INPUTS  |  0 
TCAS CH A        |   8   | OFF/NO OUTPUT |NO TA/RA-1 BUS OUTPUT    | 10 
TCAS CH A        |   9   | FAILED/WIRING |NO TTR-TX-1 BUS OUTPUT   | 10 
TCAS CH A        |  10   | FAILED        |INVALID TCAS PROTOCOL    |  5 
TCAS CH B        |   0   | PREREQUISITE  |INSTALLED                |  0 
TCAS CH B        |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
TCAS CH B        |   2   | FAILED        |INTERNAL FAULT           |  5 
TCAS CH B        |   3   | FAILED        |TA 2 DISPLAY INVALID     |  5 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
TCAS CH B        |   4   | FAILED        |RA 2 DISPLAY INVALID     |  5 
TCAS CH B        |   5   | FAILED/WIRING |NO L-AHC-1 BUS INPUT     | 10 
TCAS CH B        |   6   | FAILED/WIRING |NO R-IOC-2 BUS INPUT     | 10 
TCAS CH B        |   7   | DON'T FAIL    |BLOCK FAULT -BAD INPUTS  |  0 
TCAS CH B        |   8   | FAILED/WIRING |NO TA/RA-2 BUS OUTPUT    | 10 
TCAS CH B        |   9   | FAILED/WIRING |NO TTR-TX-2 BUS OUTPUT   | 10 
TCAS CH B        |  10   | FAILED        |INVALID TCAS PROTOCOL    |  5 
TCAS LOWER ANT   |   0   | PREREQUISITE  |INSTALLED                |  0 
TCAS LOWER ANT   |   1   | FAILED        |INTERNAL FAULT           | 30 
TCAS UPPER ANT   |   0   | PREREQUISITE  |INSTALLED                |  0 
TCAS UPPER ANT   |   1   | FAILED        |INTERNAL FAULT           | 30 
L TR U DEPLOY SW |   1   | FAILED/WIRING |TR U DEPLOY SWITCH 1A    |  3 
L TR U DEPLOY SW |   2   | FAILED/WIRING |TR U DEPLOY SWITCH 1B    |  3 
L TR U DEPLOY SW |   3   | FAILED        |TR U DEPLOY SWITCH 4     |  3 
R TR U DEPLOY SW |   1   | FAILED/WIRING |TR U DEPLOY SWITCH 1A    |  3 
R TR U DEPLOY SW |   2   | FAILED/WIRING |TR U DEPLOY SWITCH 1B    |  3 
R TR U DEPLOY SW |   3   | FAILED        |TR U DEPLOY SWITCH 4     |  3 
L TR U DOOR      |   1   | FAILED        |TR UL DOOR HOOK/LATCH    |  3 
L TR U DOOR      |   2   | FAILED        |TR UR DOOR HOOK/LATCH    |  3 
